"","CLUSTER","lon_cluster","lat_cluster","FREQ","TIME.OF.DAY","MONTH"
"1812","2NIGHT_EVENING",-9002.49900195912,5660325.59342093,1223,"NIGHT_EVENING",1
"1813","20NIGHT_EVENING",-9117.44030164875,5660167.99957643,2418,"NIGHT_EVENING",1
"1814","21NIGHT_EVENING",-9436.90002271703,5660354.0036752,4264,"NIGHT_EVENING",1
"1815","22NIGHT_EVENING",-9295.24843021626,5659896.50390792,1945,"NIGHT_EVENING",1
"1816","23NIGHT_EVENING",-9402.73869966654,5660157.21935516,1427,"NIGHT_EVENING",1
"1817","24NIGHT_EVENING",-9444.44868905137,5659905.60000291,5430,"NIGHT_EVENING",1
"1818","25NIGHT_EVENING",-9383.60832810118,5659871.40059926,1348,"NIGHT_EVENING",1
"1819","26NIGHT_EVENING",-8839.1144467515,5660441.97198526,1310,"NIGHT_EVENING",1
"1820","27NIGHT_EVENING",-9303.86749996106,5660028.56148045,2788,"NIGHT_EVENING",1
"1821","28NIGHT_EVENING",-9631.98695696409,5659969.69165485,2275,"NIGHT_EVENING",1
"1822","29NIGHT_EVENING",-9431.49247025536,5659893.98343898,3321,"NIGHT_EVENING",1
"1823","3NIGHT_EVENING",-9335.26977161196,5660279.24770062,718,"NIGHT_EVENING",1
"1824","30NIGHT_EVENING",-9346.07310789416,5660525.80005358,101,"NIGHT_EVENING",1
"1825","4NIGHT_EVENING",-8712.37631205953,5660381.55477508,295,"NIGHT_EVENING",1
"1826","5NIGHT_EVENING",-9250.83921191423,5660443.27539551,426,"NIGHT_EVENING",1
"1827","6NIGHT_EVENING",-9152.15177683056,5660247.58800094,2547,"NIGHT_EVENING",1
"1828","7NIGHT_EVENING",-9877.56542957505,5660507.5140442,974,"NIGHT_EVENING",1
"1829","8NIGHT_EVENING",-9113.84068656786,5660490.62070106,561,"NIGHT_EVENING",1
"1830","9NIGHT_EVENING",-8865.49483695179,5660145.70242783,2731,"NIGHT_EVENING",1
"1831","1NIGHT_EVENING",-9020.65795969076,5660313.86923712,846,"NIGHT_EVENING",2
"1832","10NIGHT_EVENING",-8850.46446689112,5660134.37973517,5581,"NIGHT_EVENING",2
"1833","11NIGHT_EVENING",-9539.77224476183,5659945.44860713,1003,"NIGHT_EVENING",2
"1834","12NIGHT_EVENING",-9908.40170461856,5660447.36126682,255,"NIGHT_EVENING",2
"1835","13NIGHT_EVENING",-9309.11146566648,5660027.93615557,2503,"NIGHT_EVENING",2
"1836","14NIGHT_EVENING",-9233.45669252096,5660241.91434943,1731,"NIGHT_EVENING",2
"1837","15NIGHT_EVENING",-9311.44207090251,5659883.04415004,3039,"NIGHT_EVENING",2
"1838","16NIGHT_EVENING",-8970.52888745693,5660063.92608061,1137,"NIGHT_EVENING",2
"1839","17NIGHT_EVENING",-9167.99954317179,5660061.81987632,964,"NIGHT_EVENING",2
"1840","18NIGHT_EVENING",-9602.64598946747,5659882.57080892,4756,"NIGHT_EVENING",2
"1841","19NIGHT_EVENING",-9112.1811888904,5660161.69829992,7038,"NIGHT_EVENING",2
"1842","2NIGHT_EVENING",-9669.18100458376,5659898.57155675,2158,"NIGHT_EVENING",2
"1843","20NIGHT_EVENING",-9153.31356875808,5660233.82370166,3684,"NIGHT_EVENING",2
"1844","21NIGHT_EVENING",-9092.49538035461,5659910.72429362,240,"NIGHT_EVENING",2
"1845","22NIGHT_EVENING",-8946.92954168347,5660413.0195536,2307,"NIGHT_EVENING",2
"1846","23NIGHT_EVENING",-9102.70041373234,5660481.39535539,1799,"NIGHT_EVENING",2
"1847","24NIGHT_EVENING",-9470.56354653004,5659912.31687852,1375,"NIGHT_EVENING",2
"1848","25NIGHT_EVENING",-9382.50406959623,5659872.0173944,1322,"NIGHT_EVENING",2
"1849","26NIGHT_EVENING",-9657.53556444605,5659954.84259607,1785,"NIGHT_EVENING",2
"1850","27NIGHT_EVENING",-9467.65579093198,5660141.58921052,358,"NIGHT_EVENING",2
"1851","28NIGHT_EVENING",-8806.54208053867,5660431.15623362,1636,"NIGHT_EVENING",2
"1852","29NIGHT_EVENING",-9451.65208445426,5659892.90017465,1280,"NIGHT_EVENING",2
"1853","3NIGHT_EVENING",-9438.22594186777,5659889.15709467,3894,"NIGHT_EVENING",2
"1854","30NIGHT_EVENING",-9366.11526713909,5660174.49515953,1692,"NIGHT_EVENING",2
"1855","4NIGHT_EVENING",-10440.9784081292,5659808.12394314,180,"NIGHT_EVENING",2
"1856","5NIGHT_EVENING",-9440.80077188767,5659902.68169491,3312,"NIGHT_EVENING",2
"1857","6NIGHT_EVENING",-9612.38125290077,5659987.76981923,1686,"NIGHT_EVENING",2
"1858","7NIGHT_EVENING",-9441.57697690177,5660357.4831262,2140,"NIGHT_EVENING",2
"1859","8NIGHT_EVENING",-9249.56005372955,5660441.93928407,1498,"NIGHT_EVENING",2
"1860","9NIGHT_EVENING",-9429.99993145655,5659899.0374259,3434,"NIGHT_EVENING",2
"1861","1NIGHT_EVENING",-9101.77281062095,5660196.10972998,2249,"NIGHT_EVENING",3
"1862","10NIGHT_EVENING",-8943.75749483432,5660402.7135309,2392,"NIGHT_EVENING",3
"1863","11NIGHT_EVENING",-9469.74178021312,5659881.98684297,414,"NIGHT_EVENING",3
"1864","12NIGHT_EVENING",-9220.66985063514,5660215.58058027,2097,"NIGHT_EVENING",3
"1865","13NIGHT_EVENING",-9384.16115260353,5659876.03587444,1353,"NIGHT_EVENING",3
"1866","14NIGHT_EVENING",-8928.38859748006,5660002.62860571,587,"NIGHT_EVENING",3
"1867","15NIGHT_EVENING",-9312.12030668591,5659882.33976927,3828,"NIGHT_EVENING",3
"1868","16NIGHT_EVENING",-9303.48345595062,5660261.38720126,1139,"NIGHT_EVENING",3
"1869","17NIGHT_EVENING",-9150.26004882952,5660242.08713161,4230,"NIGHT_EVENING",3
"1870","18NIGHT_EVENING",-9724.80504672302,5659899.39930846,1769,"NIGHT_EVENING",3
"1871","19NIGHT_EVENING",-9600.26004657043,5659903.9992849,1993,"NIGHT_EVENING",3
"1872","2NIGHT_EVENING",-9310.17468409516,5660033.07531513,2935,"NIGHT_EVENING",3
"1873","20NIGHT_EVENING",-9264.02661937681,5660449.62479615,2159,"NIGHT_EVENING",3
"1874","21NIGHT_EVENING",-8796.8760754325,5660446.09524189,1484,"NIGHT_EVENING",3
"1875","22NIGHT_EVENING",-9389.07792875073,5660182.62113805,2598,"NIGHT_EVENING",3
"1876","23NIGHT_EVENING",-9092.7376541196,5660475.82398968,1736,"NIGHT_EVENING",3
"1877","24NIGHT_EVENING",-9097.15814356222,5660156.79500349,3492,"NIGHT_EVENING",3
"1878","25NIGHT_EVENING",-9441.49390888099,5659915.71373071,3170,"NIGHT_EVENING",3
"1879","26NIGHT_EVENING",-9553.5022261915,5659856.38532414,1888,"NIGHT_EVENING",3
"1880","27NIGHT_EVENING",-9185.97747537352,5659985.13185856,649,"NIGHT_EVENING",3
"1881","28NIGHT_EVENING",-9506.61291091922,5660363.7830242,2422,"NIGHT_EVENING",3
"1882","29NIGHT_EVENING",-9043.79874569495,5660349.24820417,1176,"NIGHT_EVENING",3
"1883","3NIGHT_EVENING",-9626.04470431571,5659972.24569366,4031,"NIGHT_EVENING",3
"1884","30NIGHT_EVENING",-9160.94116351087,5660072.64121407,1074,"NIGHT_EVENING",3
"1885","4NIGHT_EVENING",-9436.51717750531,5659894.61779821,9855,"NIGHT_EVENING",3
"1886","5NIGHT_EVENING",-9623.82057150888,5659883.20992627,1960,"NIGHT_EVENING",3
"1887","6NIGHT_EVENING",-9055.23572041993,5660092.57405906,1296,"NIGHT_EVENING",3
"1888","7NIGHT_EVENING",-9531.13793921603,5659936.47630591,1039,"NIGHT_EVENING",3
"1889","8NIGHT_EVENING",-9129.12973648885,5660165.21834578,5813,"NIGHT_EVENING",3
"1890","9NIGHT_EVENING",-8848.33794593242,5660134.08620228,5268,"NIGHT_EVENING",3
"1891","1NIGHT_EVENING",-9359.29296317248,5659991.60552083,133,"NIGHT_EVENING",4
"1892","10NIGHT_EVENING",-10155.1493912122,5659791.65179272,21,"NIGHT_EVENING",4
"1893","11NIGHT_EVENING",-9107.59221485855,5659919.76140642,158,"NIGHT_EVENING",4
"1894","12NIGHT_EVENING",-9306.31894600281,5660117.31970527,555,"NIGHT_EVENING",4
"1895","13NIGHT_EVENING",-8978.70170681284,5660056.35465969,620,"NIGHT_EVENING",4
"1896","14NIGHT_EVENING",-9668.80045883103,5659914.13417575,2676,"NIGHT_EVENING",4
"1897","15NIGHT_EVENING",-9480.02884892086,5659850.54463614,29,"NIGHT_EVENING",4
"1898","16NIGHT_EVENING",-9195.10634179068,5660226.76922017,676,"NIGHT_EVENING",4
"1899","17NIGHT_EVENING",-9383.82775474651,5659873.82724861,1182,"NIGHT_EVENING",4
"1900","18NIGHT_EVENING",-9463.65236782031,5659928.9471452,1460,"NIGHT_EVENING",4
"1901","19NIGHT_EVENING",-9384.1486785623,5660269.84707728,901,"NIGHT_EVENING",4
"1902","2NIGHT_EVENING",-9313.85033732179,5660010.91887094,831,"NIGHT_EVENING",4
"1903","20NIGHT_EVENING",-9337.83133596172,5659871.59178886,2246,"NIGHT_EVENING",4
"1904","21NIGHT_EVENING",-9123.83384116917,5660162.57591459,4919,"NIGHT_EVENING",4
"1905","22NIGHT_EVENING",-9382.9089329664,5660199.01544412,1223,"NIGHT_EVENING",4
"1906","23NIGHT_EVENING",-9439.48767315874,5659894.03092177,2809,"NIGHT_EVENING",4
"1907","24NIGHT_EVENING",-9215.04899064303,5660027.98238736,727,"NIGHT_EVENING",4
"1908","25NIGHT_EVENING",-9162.27093474557,5660058.87904414,612,"NIGHT_EVENING",4
"1909","26NIGHT_EVENING",-9324.5063358978,5659862.11615491,1638,"NIGHT_EVENING",4
"1910","27NIGHT_EVENING",-9273.83349509364,5660249.75333707,341,"NIGHT_EVENING",4
"1911","28NIGHT_EVENING",-9602.23631904719,5659918.99943795,2425,"NIGHT_EVENING",4
"1912","29NIGHT_EVENING",-9135.33409220167,5660245.33570044,1357,"NIGHT_EVENING",4
"1913","3NIGHT_EVENING",-8833.59861609191,5660135.63306214,1981,"NIGHT_EVENING",4
"1914","30NIGHT_EVENING",-9556.02858788889,5659860.85761589,1668,"NIGHT_EVENING",4
"1915","4NIGHT_EVENING",-8884.6824499294,5660416.10650018,1216,"NIGHT_EVENING",4
"1916","5NIGHT_EVENING",-9921.09756565935,5660533.81382476,159,"NIGHT_EVENING",4
"1917","6NIGHT_EVENING",-9094.13900195612,5660457.5161946,1552,"NIGHT_EVENING",4
"1918","7NIGHT_EVENING",-9073.71011092265,5660168.50515472,1247,"NIGHT_EVENING",4
"1919","8NIGHT_EVENING",-9441.82830105955,5660130.95783305,303,"NIGHT_EVENING",4
"1920","9NIGHT_EVENING",-9281.04000965712,5660416.65026177,1208,"NIGHT_EVENING",4
"1921","1NIGHT_EVENING",-9689.95101479993,5659976.3279167,1082,"NIGHT_EVENING",5
"1922","10NIGHT_EVENING",-8946.39390810252,5660022.2328939,159,"NIGHT_EVENING",5
"1923","11NIGHT_EVENING",-9122.36161272383,5660273.41715763,143,"NIGHT_EVENING",5
"1924","12NIGHT_EVENING",-9365.50763445199,5660186.83054495,680,"NIGHT_EVENING",5
"1925","13NIGHT_EVENING",-9105.6805890669,5659941.30808203,160,"NIGHT_EVENING",5
"1926","14NIGHT_EVENING",-9242.2280785973,5659874.13024175,278,"NIGHT_EVENING",5
"1927","15NIGHT_EVENING",-9960.80514886239,5660502.52036757,164,"NIGHT_EVENING",5
"1928","16NIGHT_EVENING",-9229.27426952394,5659849.37558538,620,"NIGHT_EVENING",5
"1929","17NIGHT_EVENING",-9394.53644265073,5660318.07192878,133,"NIGHT_EVENING",5
"1930","18NIGHT_EVENING",-9545.04394144346,5659863.09736983,14,"NIGHT_EVENING",5
"1931","19NIGHT_EVENING",-9630.43915178912,5660009.67365608,78,"NIGHT_EVENING",5
"1932","2NIGHT_EVENING",-9277.92067178782,5660394.11170412,358,"NIGHT_EVENING",5
"1933","20NIGHT_EVENING",-8700.93576086616,5660374.50617183,142,"NIGHT_EVENING",5
"1934","21NIGHT_EVENING",-8901.64824919504,5660428.52705229,242,"NIGHT_EVENING",5
"1935","22NIGHT_EVENING",-9394.45437764736,5659931.94247896,33,"NIGHT_EVENING",5
"1936","23NIGHT_EVENING",-9560.71603121077,5659963.61292333,367,"NIGHT_EVENING",5
"1937","24NIGHT_EVENING",-9341.44111877267,5660509.06469794,132,"NIGHT_EVENING",5
"1938","25NIGHT_EVENING",-9740.2401765792,5659995.77280264,27,"NIGHT_EVENING",5
"1939","26NIGHT_EVENING",-9128.85007758289,5660213.94854206,259,"NIGHT_EVENING",5
"1940","27NIGHT_EVENING",-9655.2665505571,5659915.66346803,89,"NIGHT_EVENING",5
"1941","28NIGHT_EVENING",-9239.11642340413,5659860.46230891,461,"NIGHT_EVENING",5
"1942","29NIGHT_EVENING",-9122.17611030321,5660436.57441323,336,"NIGHT_EVENING",5
"1943","3NIGHT_EVENING",-9492.10196688336,5660111.8118785,71,"NIGHT_EVENING",5
"1944","30NIGHT_EVENING",-9635.07273328478,5659942.56772552,1146,"NIGHT_EVENING",5
"1945","4NIGHT_EVENING",-9197.73831977518,5660239.47891899,638,"NIGHT_EVENING",5
"1946","5NIGHT_EVENING",-9192.90464171507,5660056.78372694,765,"NIGHT_EVENING",5
"1947","6NIGHT_EVENING",-8949.05972460077,5660293.73853736,132,"NIGHT_EVENING",5
"1948","7NIGHT_EVENING",-10037.5534073364,5659758.11302275,37,"NIGHT_EVENING",5
"1949","8NIGHT_EVENING",-9706.75342904418,5660311.37082205,64,"NIGHT_EVENING",5
"1950","9NIGHT_EVENING",-9106.04576878085,5660492.34799771,208,"NIGHT_EVENING",5
"1951","1NIGHT_EVENING",-9670.57136255433,5659917.62927301,109,"NIGHT_EVENING",6
"1952","10NIGHT_EVENING",-9053.37385388759,5660145.95002303,259,"NIGHT_EVENING",6
"1953","11NIGHT_EVENING",-9631.07851809312,5659949.3732009,1422,"NIGHT_EVENING",6
"1954","12NIGHT_EVENING",-8958.10658013941,5659991.72250677,92,"NIGHT_EVENING",6
"1955","13NIGHT_EVENING",-9911.20620302019,5660545.8062739,372,"NIGHT_EVENING",6
"1956","14NIGHT_EVENING",-9777.98830135441,5660258.46944851,74,"NIGHT_EVENING",6
"1957","15NIGHT_EVENING",-9687.79178866243,5659975.15249595,707,"NIGHT_EVENING",6
"1958","16NIGHT_EVENING",-8752.75812973055,5660508.78201791,225,"NIGHT_EVENING",6
"1959","17NIGHT_EVENING",-9565.08771121617,5659994.84174754,85,"NIGHT_EVENING",6
"1960","18NIGHT_EVENING",-9367.5269221992,5659981.36128313,141,"NIGHT_EVENING",6
"1961","19NIGHT_EVENING",-10229.6418647184,5659929.83745284,259,"NIGHT_EVENING",6
"1962","2NIGHT_EVENING",-9176.48502141565,5660047.15267838,288,"NIGHT_EVENING",6
"1963","20NIGHT_EVENING",-9037.33821044709,5660548.87563002,82,"NIGHT_EVENING",6
"1964","21NIGHT_EVENING",-9546.08983454739,5659930.54950166,319,"NIGHT_EVENING",6
"1965","22NIGHT_EVENING",-9260.95464230775,5660263.11909286,364,"NIGHT_EVENING",6
"1966","23NIGHT_EVENING",-9115.66561958267,5660489.21665167,177,"NIGHT_EVENING",6
"1967","24NIGHT_EVENING",-8856.77407921594,5660156.3282671,346,"NIGHT_EVENING",6
"1968","25NIGHT_EVENING",-9631.04506797081,5660015.31538517,203,"NIGHT_EVENING",6
"1969","26NIGHT_EVENING",-9129.11289266304,5660440.14478117,1174,"NIGHT_EVENING",6
"1970","27NIGHT_EVENING",-9395.04469588669,5660191.13673323,569,"NIGHT_EVENING",6
"1971","28NIGHT_EVENING",-9324.93715178878,5660453.48548375,324,"NIGHT_EVENING",6
"1972","29NIGHT_EVENING",-9180.0904559076,5660226.88560832,519,"NIGHT_EVENING",6
"1973","3NIGHT_EVENING",-9447.09055532638,5660356.20633056,419,"NIGHT_EVENING",6
"1974","30NIGHT_EVENING",-9694.36722123864,5659979.62681794,1081,"NIGHT_EVENING",6
"1975","4NIGHT_EVENING",-9236.86645559352,5659864.80025083,624,"NIGHT_EVENING",6
"1976","5NIGHT_EVENING",-9230.51397698285,5659847.8366374,1168,"NIGHT_EVENING",6
"1977","6NIGHT_EVENING",-9354.88012457234,5660122.17769093,469,"NIGHT_EVENING",6
"1978","7NIGHT_EVENING",-8940.8000582239,5660400.24765505,637,"NIGHT_EVENING",6
"1979","8NIGHT_EVENING",-9293.26574140784,5660150.59033112,267,"NIGHT_EVENING",6
"1980","9NIGHT_EVENING",-9100.76772391291,5660273.55234727,211,"NIGHT_EVENING",6
"1981","1NIGHT_EVENING",-9228.57978106167,5659865.05503612,285,"NIGHT_EVENING",7
"1982","10NIGHT_EVENING",-9454.34778932727,5660291.6030826,16,"NIGHT_EVENING",7
"1983","11NIGHT_EVENING",-9396.60110104352,5660119.82588976,100,"NIGHT_EVENING",7
"1984","12NIGHT_EVENING",-9756.36582451502,5660369.86904408,23,"NIGHT_EVENING",7
"1985","13NIGHT_EVENING",-9118.5735643094,5660526.27130706,98,"NIGHT_EVENING",7
"1986","14NIGHT_EVENING",-9388.45640121782,5660523.15571541,83,"NIGHT_EVENING",7
"1987","15NIGHT_EVENING",-9281.22060334435,5660528.38194215,10,"NIGHT_EVENING",7
"1988","16NIGHT_EVENING",-9226.16491843625,5659848.3771917,680,"NIGHT_EVENING",7
"1989","17NIGHT_EVENING",-9676.03972349787,5659959.12009694,430,"NIGHT_EVENING",7
"1990","18NIGHT_EVENING",-8799.20215004603,5660318.48987593,140,"NIGHT_EVENING",7
"1991","19NIGHT_EVENING",-9235.15565794077,5659847.20685428,558,"NIGHT_EVENING",7
"1992","2NIGHT_EVENING",-9490.52839835683,5660389.25939554,36,"NIGHT_EVENING",7
"1993","20NIGHT_EVENING",-8913.78254265502,5660480.30032201,74,"NIGHT_EVENING",7
"1994","21NIGHT_EVENING",-9003.02215734971,5660106.75401586,67,"NIGHT_EVENING",7
"1995","22NIGHT_EVENING",-8990.44933596363,5659940.28944863,30,"NIGHT_EVENING",7
"1996","23NIGHT_EVENING",-9131.65763297926,5660444.43515966,668,"NIGHT_EVENING",7
"1997","24NIGHT_EVENING",-9156.97305846341,5659925.48384218,41,"NIGHT_EVENING",7
"1998","25NIGHT_EVENING",-9107.11242458112,5660245.39423562,195,"NIGHT_EVENING",7
"1999","26NIGHT_EVENING",-9276.66532931955,5660389.50948261,61,"NIGHT_EVENING",7
"2000","27NIGHT_EVENING",-9411.09570350928,5660401.51369064,3,"NIGHT_EVENING",7
"2001","28NIGHT_EVENING",-9127.02652642198,5660435.48106528,609,"NIGHT_EVENING",7
"2002","29NIGHT_EVENING",-9442.73573711504,5660357.20628261,579,"NIGHT_EVENING",7
"2003","3NIGHT_EVENING",-9370.24971847015,5660453.1855644,190,"NIGHT_EVENING",7
"2004","30NIGHT_EVENING",-9264.22504521034,5660135.43193902,89,"NIGHT_EVENING",7
"2005","4NIGHT_EVENING",-9973.60835510997,5660514.41101752,295,"NIGHT_EVENING",7
"2006","5NIGHT_EVENING",-9154.23492834544,5660092.92768818,65,"NIGHT_EVENING",7
"2007","6NIGHT_EVENING",-9351.10999756629,5660230.35061426,82,"NIGHT_EVENING",7
"2008","7NIGHT_EVENING",-9347.5007164981,5660571.87149256,20,"NIGHT_EVENING",7
"2009","8NIGHT_EVENING",-9277.45264780934,5659997.22515486,25,"NIGHT_EVENING",7
"2010","9NIGHT_EVENING",-9473.3629637468,5660352.79693681,59,"NIGHT_EVENING",7
"2011","1NIGHT_EVENING",-9220.68716251312,5659870.78660676,197,"NIGHT_EVENING",8
"2012","10NIGHT_EVENING",-9442.7062179267,5660331.86748293,131,"NIGHT_EVENING",8
"2013","11NIGHT_EVENING",-9169.3902890842,5659856.91166213,68,"NIGHT_EVENING",8
"2014","12NIGHT_EVENING",-8940.17593405605,5660393.14481965,114,"NIGHT_EVENING",8
"2015","13NIGHT_EVENING",-9281.22235208535,5660106.23899467,81,"NIGHT_EVENING",8
"2016","14NIGHT_EVENING",-9221.74849182846,5659852.68874265,581,"NIGHT_EVENING",8
"2017","15NIGHT_EVENING",-9051.28446301807,5660177.28418066,92,"NIGHT_EVENING",8
"2018","16NIGHT_EVENING",-9282.68144905291,5660262.26240578,125,"NIGHT_EVENING",8
"2019","17NIGHT_EVENING",-8797.15090104437,5660422.18637408,377,"NIGHT_EVENING",8
"2020","18NIGHT_EVENING",-9700.52709499773,5659973.27801479,152,"NIGHT_EVENING",8
"2021","19NIGHT_EVENING",-8945.2171997948,5660028.4215338,124,"NIGHT_EVENING",8
"2022","2NIGHT_EVENING",-8850.295520575,5660134.24272661,35,"NIGHT_EVENING",8
"2023","20NIGHT_EVENING",-9318.29614882919,5659996.33807139,175,"NIGHT_EVENING",8
"2024","21NIGHT_EVENING",-9212.74872851827,5659838.82491881,184,"NIGHT_EVENING",8
"2025","22NIGHT_EVENING",-9946.60979441249,5660504.59543916,156,"NIGHT_EVENING",8
"2026","23NIGHT_EVENING",-9197.46805287728,5660035.65293898,111,"NIGHT_EVENING",8
"2027","24NIGHT_EVENING",-9277.78349196155,5660397.44687998,139,"NIGHT_EVENING",8
"2028","25NIGHT_EVENING",-9524.44444880182,5659916.71544353,181,"NIGHT_EVENING",8
"2029","26NIGHT_EVENING",-9364.20758971573,5660505.83559808,121,"NIGHT_EVENING",8
"2030","27NIGHT_EVENING",-9353.32396473161,5660202.03982071,101,"NIGHT_EVENING",8
"2031","28NIGHT_EVENING",-9690.77211139724,5660229.56894274,12,"NIGHT_EVENING",8
"2032","29NIGHT_EVENING",-9128.72902451508,5660437.27290236,717,"NIGHT_EVENING",8
"2033","3NIGHT_EVENING",-9634.07378419131,5659846.75485911,77,"NIGHT_EVENING",8
"2034","30NIGHT_EVENING",-9139.18091001897,5660245.58292701,221,"NIGHT_EVENING",8
"2035","4NIGHT_EVENING",-9268.49338269598,5659860.95565415,51,"NIGHT_EVENING",8
"2036","5NIGHT_EVENING",-9421.45747506122,5660132.62415844,70,"NIGHT_EVENING",8
"2037","6NIGHT_EVENING",-9091.42105897201,5659932.65210348,189,"NIGHT_EVENING",8
"2038","7NIGHT_EVENING",-9447.29577315259,5660368.9199562,912,"NIGHT_EVENING",8
"2039","8NIGHT_EVENING",-9070.5339461574,5660538.81424655,90,"NIGHT_EVENING",8
"2040","9NIGHT_EVENING",-9495.58553843539,5660364.20319471,78,"NIGHT_EVENING",8
"2041","1NIGHT_EVENING",-9305.75976061731,5660004.67925331,2932,"NIGHT_EVENING",9
"2042","10NIGHT_EVENING",-9102.93459021392,5660150.38894673,1973,"NIGHT_EVENING",9
"2043","11NIGHT_EVENING",-9547.44164287609,5659952.86297339,1756,"NIGHT_EVENING",9
"2044","12NIGHT_EVENING",-9316.52939530062,5659842.39624838,76,"NIGHT_EVENING",9
"2045","13NIGHT_EVENING",-9134.48142079269,5660246.60768629,2568,"NIGHT_EVENING",9
"2046","14NIGHT_EVENING",-9303.61237937211,5660258.05216967,468,"NIGHT_EVENING",9
"2047","15NIGHT_EVENING",-9679.5018661261,5659995.22182057,453,"NIGHT_EVENING",9
"2048","16NIGHT_EVENING",-9256.15541714461,5659910.75913289,804,"NIGHT_EVENING",9
"2049","17NIGHT_EVENING",-9560.55736072669,5659891.55268271,429,"NIGHT_EVENING",9
"2050","18NIGHT_EVENING",-9388.08086507694,5659862.92064989,1298,"NIGHT_EVENING",9
"2051","19NIGHT_EVENING",-9351.12289508138,5660165.29603229,1137,"NIGHT_EVENING",9
"2052","2NIGHT_EVENING",-9441.70923288265,5660354.10310076,2825,"NIGHT_EVENING",9
"2053","20NIGHT_EVENING",-8951.29027186642,5660032.34630923,254,"NIGHT_EVENING",9
"2054","21NIGHT_EVENING",-9467.41485109393,5660130.14795135,370,"NIGHT_EVENING",9
"2055","22NIGHT_EVENING",-8803.0175750519,5660446.61232835,605,"NIGHT_EVENING",9
"2056","23NIGHT_EVENING",-9660.95541328927,5659894.04522915,2222,"NIGHT_EVENING",9
"2057","24NIGHT_EVENING",-9412.09008068586,5659849.05023488,244,"NIGHT_EVENING",9
"2058","25NIGHT_EVENING",-9102.5174169149,5660463.99349326,632,"NIGHT_EVENING",9
"2059","26NIGHT_EVENING",-9191.15426041365,5660245.34099159,964,"NIGHT_EVENING",9
"2060","27NIGHT_EVENING",-9608.76456932239,5659904.1785288,3533,"NIGHT_EVENING",9
"2061","28NIGHT_EVENING",-8956.50595577235,5660385.04244674,511,"NIGHT_EVENING",9
"2062","29NIGHT_EVENING",-9429.60349789774,5659897.34158355,5487,"NIGHT_EVENING",9
"2063","3NIGHT_EVENING",-9629.68108988626,5660282.51054028,130,"NIGHT_EVENING",9
"2064","30NIGHT_EVENING",-9288.36818054108,5660445.47862786,383,"NIGHT_EVENING",9
"2065","4NIGHT_EVENING",-9307.64074434935,5659890.57441145,1118,"NIGHT_EVENING",9
"2066","5NIGHT_EVENING",-8846.86135211526,5660141.5817162,864,"NIGHT_EVENING",9
"2067","6NIGHT_EVENING",-9862.06264934491,5660513.40197094,1429,"NIGHT_EVENING",9
"2068","7NIGHT_EVENING",-9613.91993699748,5659976.15122733,1925,"NIGHT_EVENING",9
"2069","8NIGHT_EVENING",-10154.6507445319,5660050.72013985,46,"NIGHT_EVENING",9
"2070","9NIGHT_EVENING",-9468.76378709833,5659912.08321704,1030,"NIGHT_EVENING",9
"2071","1NIGHT_EVENING",-8847.51678170463,5660142.7809444,3046,"NIGHT_EVENING",10
"2072","10NIGHT_EVENING",-9116.50075093764,5660161.19544794,8365,"NIGHT_EVENING",10
"2073","11NIGHT_EVENING",-9383.25645556426,5659868.34983559,1545,"NIGHT_EVENING",10
"2074","12NIGHT_EVENING",-9205.70170228817,5660221.84258824,2203,"NIGHT_EVENING",10
"2075","13NIGHT_EVENING",-9302.89280772058,5660000.90804335,2311,"NIGHT_EVENING",10
"2076","14NIGHT_EVENING",-9255.81916778154,5660459.75784305,794,"NIGHT_EVENING",10
"2077","15NIGHT_EVENING",-9356.71632379955,5659989.6930337,631,"NIGHT_EVENING",10
"2078","16NIGHT_EVENING",-9292.28172483708,5660338.0598853,388,"NIGHT_EVENING",10
"2079","17NIGHT_EVENING",-8961.07416188895,5660434.43422624,1953,"NIGHT_EVENING",10
"2080","18NIGHT_EVENING",-9635.80186777456,5659918.1366225,764,"NIGHT_EVENING",10
"2081","19NIGHT_EVENING",-9189.71478920887,5660024.0684105,883,"NIGHT_EVENING",10
"2082","2NIGHT_EVENING",-10183.9688275308,5659438.30565008,60,"NIGHT_EVENING",10
"2083","20NIGHT_EVENING",-8936.98774712282,5660323.27515704,830,"NIGHT_EVENING",10
"2084","21NIGHT_EVENING",-9866.59547437201,5660505.48914022,1427,"NIGHT_EVENING",10
"2085","22NIGHT_EVENING",-9430.33625410854,5660157.113239,677,"NIGHT_EVENING",10
"2086","23NIGHT_EVENING",-9680.15729325268,5659897.5155013,4511,"NIGHT_EVENING",10
"2087","24NIGHT_EVENING",-9292.54106458213,5660118.0352125,412,"NIGHT_EVENING",10
"2088","25NIGHT_EVENING",-9438.37242561424,5659901.4989478,7845,"NIGHT_EVENING",10
"2089","26NIGHT_EVENING",-9123.95873866951,5660253.63637773,2255,"NIGHT_EVENING",10
"2090","27NIGHT_EVENING",-9619.37975072504,5659991.57401879,2119,"NIGHT_EVENING",10
"2091","28NIGHT_EVENING",-9337.33105220452,5660220.05560644,1369,"NIGHT_EVENING",10
"2092","29NIGHT_EVENING",-8793.50769846009,5660419.1867476,800,"NIGHT_EVENING",10
"2093","3NIGHT_EVENING",-9120.02164291161,5660457.98709369,1809,"NIGHT_EVENING",10
