"","CLUSTER","lon_cluster","lat_cluster","FREQ","TIME.OF.DAY","MONTH"
"1447","15EVENING",-8928.42853660794,5660324.43279588,10286,"EVENING",1
"1448","16EVENING",-9660.12358072346,5659911.54440586,13082,"EVENING",1
"1449","17EVENING",-9313.28122870219,5659944.87878408,7478,"EVENING",1
"1450","18EVENING",-9035.55345031722,5659924.55699847,1159,"EVENING",1
"1451","19EVENING",-8925.42645326613,5660399.08943388,9636,"EVENING",1
"1452","2EVENING",-8714.72853511494,5660392.88603688,2197,"EVENING",1
"1453","20EVENING",-8744.16698466652,5660124.86112567,7350,"EVENING",1
"1454","21EVENING",-9173.61607210435,5660060.90189169,4538,"EVENING",1
"1455","22EVENING",-8983.02012645691,5660439.59000463,14950,"EVENING",1
"1456","23EVENING",-9447.50690891148,5660356.52571147,6843,"EVENING",1
"1457","24EVENING",-9305.02242945988,5660112.9621376,9221,"EVENING",1
"1458","25EVENING",-9346.24463111138,5660224.29863273,11445,"EVENING",1
"1459","26EVENING",-9003.80653298541,5660102.20629782,4223,"EVENING",1
"1460","27EVENING",-8898.74587202844,5660062.24159723,4210,"EVENING",1
"1461","28EVENING",-8822.48500342581,5660383.25688215,3005,"EVENING",1
"1462","29EVENING",-9230.74113934953,5660238.14234644,21347,"EVENING",1
"1463","3EVENING",-8832.62589265454,5660463.5487635,7610,"EVENING",1
"1464","30EVENING",-9267.51606009698,5660438.40749853,15114,"EVENING",1
"1465","4EVENING",-9411.3975426865,5660154.47489132,9511,"EVENING",1
"1466","5EVENING",-8855.17106748915,5660128.5321234,13748,"EVENING",1
"1467","6EVENING",-8879.55373988086,5660172.44968305,15641,"EVENING",1
"1468","7EVENING",-9159.17954413673,5660261.80993421,20329,"EVENING",1
"1469","8EVENING",-9116.49669795448,5660446.99538081,9932,"EVENING",1
"1470","9EVENING",-9436.99923450826,5659904.41593742,16336,"EVENING",1
"1471","1EVENING",-8910.74469658882,5660369.4361188,10787,"EVENING",2
"1472","10EVENING",-8804.17168374566,5660428.87186102,9240,"EVENING",2
"1473","11EVENING",-9435.88790463858,5659894.33693174,20523,"EVENING",2
"1474","12EVENING",-8912.49543302911,5660280.64994989,6072,"EVENING",2
"1475","13EVENING",-9539.08609602705,5660375.83343122,3910,"EVENING",2
"1476","14EVENING",-9354.42574542754,5660478.92393766,1534,"EVENING",2
"1477","15EVENING",-9051.36874698574,5660031.85645773,5780,"EVENING",2
"1478","16EVENING",-9037.01162670834,5660431.18425471,6662,"EVENING",2
"1479","17EVENING",-9072.20677108118,5660534.26034156,12235,"EVENING",2
"1480","18EVENING",-8891.35540797636,5660064.83457702,5665,"EVENING",2
"1481","19EVENING",-9352.49656522161,5660235.88328083,11215,"EVENING",2
"1482","2EVENING",-9123.8369471007,5660449.32755793,9401,"EVENING",2
"1483","20EVENING",-9297.62035464542,5660100.58692466,9429,"EVENING",2
"1484","21EVENING",-9165.08550523378,5660262.81947174,21005,"EVENING",2
"1485","22EVENING",-9031.36719878442,5660153.58211508,9183,"EVENING",2
"1486","23EVENING",-10275.3564623661,5659888.76388793,663,"EVENING",2
"1487","24EVENING",-9105.07947065859,5660131.28779739,17762,"EVENING",2
"1488","25EVENING",-9651.33015462502,5659942.43669384,8177,"EVENING",2
"1489","26EVENING",-9303.83068502954,5659881.10790594,4229,"EVENING",2
"1490","27EVENING",-8958.28468632354,5660433.21003838,22787,"EVENING",2
"1491","28EVENING",-9394.00438951621,5660150.50807908,9183,"EVENING",2
"1492","29EVENING",-9257.52962533241,5660438.89416316,21309,"EVENING",2
"1493","3EVENING",-9347.06654849921,5659990.41326312,4909,"EVENING",2
"1494","30EVENING",-9048.99307679258,5660319.40436802,8271,"EVENING",2
"1495","4EVENING",-9602.65479940623,5659882.38372777,7504,"EVENING",2
"1496","5EVENING",-8833.90364930177,5660649.49865365,552,"EVENING",2
"1497","6EVENING",-9228.82566749257,5660237.22514739,22879,"EVENING",2
"1498","7EVENING",-8737.11925607729,5660122.62858672,9030,"EVENING",2
"1499","8EVENING",-8865.073009902,5660145.17679241,26544,"EVENING",2
"1500","9EVENING",-9117.09758252939,5660171.90387232,35347,"EVENING",2
"1501","1EVENING",-9063.18773292688,5660347.91669383,7716,"EVENING",3
"1502","10EVENING",-9107.61079658759,5660153.73066708,34759,"EVENING",3
"1503","11EVENING",-9590.81013305123,5659881.01537225,7879,"EVENING",3
"1504","12EVENING",-9103.35192263187,5659916.25904277,1683,"EVENING",3
"1505","13EVENING",-8991.99125381138,5660317.497529,4954,"EVENING",3
"1506","14EVENING",-8961.21485364133,5660430.76249259,27530,"EVENING",3
"1507","15EVENING",-9317.56829820785,5660114.453698,10866,"EVENING",3
"1508","16EVENING",-9262.16462318408,5660451.73294658,25247,"EVENING",3
"1509","17EVENING",-9065.10705347023,5660537.2102002,15352,"EVENING",3
"1510","18EVENING",-9672.70183456351,5659941.5589329,8703,"EVENING",3
"1511","19EVENING",-9434.1693065058,5659897.61039757,19055,"EVENING",3
"1512","2EVENING",-9320.88482385376,5660244.25175912,14228,"EVENING",3
"1513","20EVENING",-8749.34060180988,5660127.20173845,9678,"EVENING",3
"1514","21EVENING",-8908.5429680672,5660357.36757133,17075,"EVENING",3
"1515","22EVENING",-9048.21327271483,5660186.47691829,7323,"EVENING",3
"1516","23EVENING",-9126.68185735622,5660185.37742415,29438,"EVENING",3
"1517","24EVENING",-9217.02308929479,5660238.30335666,25011,"EVENING",3
"1518","25EVENING",-8870.91025803364,5660149.43672867,27938,"EVENING",3
"1519","26EVENING",-9462.58291629187,5660351.66922627,4434,"EVENING",3
"1520","27EVENING",-8551.32680483183,5660029.91335902,659,"EVENING",3
"1521","28EVENING",-9905.62241421939,5660457.57516055,1114,"EVENING",3
"1522","29EVENING",-9160.33303700372,5660268.33079384,22417,"EVENING",3
"1523","3EVENING",-9035.41067890872,5660104.73388222,12397,"EVENING",3
"1524","30EVENING",-9110.09428997898,5660448.17774926,15051,"EVENING",3
"1525","4EVENING",-8887.96553359418,5660065.92704464,6795,"EVENING",3
"1526","5EVENING",-9346.89839300559,5659990.18752418,5623,"EVENING",3
"1527","6EVENING",-8808.22417963038,5660447.93640951,9334,"EVENING",3
"1528","7EVENING",-9175.27357929658,5660063.68152095,5150,"EVENING",3
"1529","8EVENING",-9311.99771589731,5659879.40889418,4963,"EVENING",3
"1530","9EVENING",-9401.3656448905,5660172.09061669,11645,"EVENING",3
"1531","1EVENING",-8934.90329888717,5660411.32864432,4500,"EVENING",4
"1532","10EVENING",-9064.5247855161,5660415.1868592,3483,"EVENING",4
"1533","11EVENING",-9340.47079623786,5659868.17684319,6951,"EVENING",4
"1534","12EVENING",-9149.53709695232,5660283.95944626,2877,"EVENING",4
"1535","13EVENING",-9413.90385801357,5660197.16886515,8550,"EVENING",4
"1536","14EVENING",-9443.6385755144,5659910.82059314,8625,"EVENING",4
"1537","15EVENING",-9043.26054588128,5660109.72241595,4410,"EVENING",4
"1538","16EVENING",-9068.67950698348,5660513.69789179,6484,"EVENING",4
"1539","17EVENING",-9183.61589509618,5660012.68114294,3220,"EVENING",4
"1540","18EVENING",-8834.94204277339,5660438.12102141,2229,"EVENING",4
"1541","19EVENING",-9208.22476022161,5660242.57206832,11008,"EVENING",4
"1542","2EVENING",-9055.21489533013,5660307.82868454,2302,"EVENING",4
"1543","20EVENING",-8733.04437251961,5660117.26043343,3324,"EVENING",4
"1544","21EVENING",-8934.03978754091,5660326.98827923,4011,"EVENING",4
"1545","22EVENING",-9326.34096566679,5660080.27749947,7052,"EVENING",4
"1546","23EVENING",-9123.90554068164,5660198.69637074,9093,"EVENING",4
"1547","24EVENING",-8855.75273176208,5660116.07399468,6280,"EVENING",4
"1548","25EVENING",-9125.81389722955,5660152.74943055,15383,"EVENING",4
"1549","26EVENING",-9168.02697155168,5660458.04571493,5498,"EVENING",4
"1550","27EVENING",-9618.71647744795,5659906.96885703,9589,"EVENING",4
"1551","28EVENING",-8853.37143904025,5660359.85357492,1632,"EVENING",4
"1552","29EVENING",-8940.55917162489,5660036.74452298,2009,"EVENING",4
"1553","3EVENING",-9310.55672759326,5660410.42914925,8277,"EVENING",4
"1554","30EVENING",-9318.17741552916,5660226.90104938,6254,"EVENING",4
"1555","4EVENING",-9950.74537488912,5660162.33329696,1105,"EVENING",4
"1556","5EVENING",-8810.14805763466,5660660.54270263,423,"EVENING",4
"1557","6EVENING",-8980.35420728907,5660431.56649657,5022,"EVENING",4
"1558","7EVENING",-8722.21306143605,5660398.34369063,1029,"EVENING",4
"1559","8EVENING",-8892.77849251033,5660182.95801426,3474,"EVENING",4
"1560","9EVENING",-9063.10305347329,5660174.550312,4550,"EVENING",4
"1561","1EVENING",-9657.30850153889,5659965.03874438,2990,"EVENING",5
"1562","10EVENING",-9876.53572167454,5660445.4966673,848,"EVENING",5
"1563","11EVENING",-9021.08678803223,5660425.21177468,1857,"EVENING",5
"1564","12EVENING",-9096.6220547876,5660493.68143709,3204,"EVENING",5
"1565","13EVENING",-8795.55378890918,5660418.43516358,3080,"EVENING",5
"1566","14EVENING",-8889.66830386475,5660113.35839908,1097,"EVENING",5
"1567","15EVENING",-8967.22919958292,5660015.24879318,495,"EVENING",5
"1568","16EVENING",-9129.58231739124,5660449.38628763,3477,"EVENING",5
"1569","17EVENING",-8942.40165488103,5660404.65719444,3720,"EVENING",5
"1570","18EVENING",-8928.29021599698,5660291.19189372,2323,"EVENING",5
"1571","19EVENING",-9363.11543999246,5660264.90201848,2466,"EVENING",5
"1572","2EVENING",-9189.95289886176,5660196.75541928,1201,"EVENING",5
"1573","20EVENING",-9380.59854561434,5660206.63022076,5134,"EVENING",5
"1574","21EVENING",-9118.86295723888,5660165.13719392,2921,"EVENING",5
"1575","22EVENING",-8741.37488826327,5660121.0762396,1030,"EVENING",5
"1576","23EVENING",-9350.39790861692,5660103.29468729,2314,"EVENING",5
"1577","24EVENING",-9145.72884002398,5660079.12425797,1716,"EVENING",5
"1578","25EVENING",-9286.87398655483,5660136.83872865,1162,"EVENING",5
"1579","26EVENING",-9206.55857058518,5660032.82728107,1446,"EVENING",5
"1580","27EVENING",-9188.42180589946,5660259.81361387,2965,"EVENING",5
"1581","28EVENING",-9522.7557208515,5660196.08570637,233,"EVENING",5
"1582","29EVENING",-9275.33028507201,5660404.08190101,1892,"EVENING",5
"1583","3EVENING",-9375.39532769313,5660486.22922892,1325,"EVENING",5
"1584","30EVENING",-9270.17980081787,5660240.33743295,1588,"EVENING",5
"1585","4EVENING",-9277.51436115975,5659886.2237146,2894,"EVENING",5
"1586","5EVENING",-9396.79816909434,5660157.65377373,1523,"EVENING",5
"1587","6EVENING",-9059.10995392568,5660147.26985144,2810,"EVENING",5
"1588","7EVENING",-10106.9129934268,5659813.23739718,230,"EVENING",5
"1589","8EVENING",-9081.87879271425,5660296.12868081,1502,"EVENING",5
"1590","9EVENING",-9107.74748224675,5659926.93680397,605,"EVENING",5
"1591","1EVENING",-9064.8493585722,5660145.41546924,4389,"EVENING",6
"1592","10EVENING",-9198.81661517386,5660241.99599146,4424,"EVENING",6
"1593","11EVENING",-9232.50916243222,5659854.65841572,2669,"EVENING",6
"1594","12EVENING",-9201.1888429911,5660494.82073294,1276,"EVENING",6
"1595","13EVENING",-9157.79380835137,5660033.37497302,1624,"EVENING",6
"1596","14EVENING",-9530.46496703268,5659968.03102425,835,"EVENING",6
"1597","15EVENING",-9401.12010910882,5660450.83314891,3548,"EVENING",6
"1598","16EVENING",-8948.89867449758,5660412.49269367,4667,"EVENING",6
"1599","17EVENING",-10052.3929354392,5660018.01797168,171,"EVENING",6
"1600","18EVENING",-9359.64334511245,5659981.15133136,1594,"EVENING",6
"1601","19EVENING",-8883.2965485298,5660111.01636088,1792,"EVENING",6
"1602","2EVENING",-9119.44820779818,5660166.94448107,6338,"EVENING",6
"1603","20EVENING",-9154.35111765322,5660096.89804043,1452,"EVENING",6
"1604","21EVENING",-9632.10697365697,5659952.72865346,1907,"EVENING",6
"1605","22EVENING",-9280.03918124766,5660388.66832512,2805,"EVENING",6
"1606","23EVENING",-10430.7767608467,5659803.78994277,187,"EVENING",6
"1607","24EVENING",-9057.56571719891,5660311.00248171,1560,"EVENING",6
"1608","25EVENING",-8926.90737076048,5660303.68522045,3317,"EVENING",6
"1609","26EVENING",-9386.07580911099,5660212.08863975,6848,"EVENING",6
"1610","27EVENING",-9826.45158119386,5660456.46843526,560,"EVENING",6
"1611","28EVENING",-8797.62674716951,5660446.89974527,3107,"EVENING",6
"1612","29EVENING",-9272.96239389536,5660240.46359688,3109,"EVENING",6
"1613","3EVENING",-9067.47371966445,5659920.51534391,359,"EVENING",6
"1614","30EVENING",-9317.78803452424,5660115.26403035,3591,"EVENING",6
"1615","4EVENING",-9141.17911033596,5660310.30790873,1229,"EVENING",6
"1616","5EVENING",-9693.59754992259,5659978.76488721,2315,"EVENING",6
"1617","6EVENING",-9030.03782592398,5660451.42804867,2300,"EVENING",6
"1618","7EVENING",-8726.89810838575,5660118.82418189,558,"EVENING",6
"1619","8EVENING",-8966.73225609286,5660027.46793059,575,"EVENING",6
"1620","9EVENING",-9114.86406105852,5660461.87786475,9059,"EVENING",6
"1621","1EVENING",-8705.57396341995,5660112.48123412,421,"EVENING",7
"1622","10EVENING",-9131.83222256888,5660436.55223955,4665,"EVENING",7
"1623","11EVENING",-9439.02184270808,5660131.70668619,1739,"EVENING",7
"1624","12EVENING",-9139.10982738222,5660242.55422013,1381,"EVENING",7
"1625","13EVENING",-9351.52413840944,5659966.3379733,774,"EVENING",7
"1626","14EVENING",-9357.94193674144,5660220.64533659,2565,"EVENING",7
"1627","15EVENING",-9050.09642994201,5660369.90956828,744,"EVENING",7
"1628","16EVENING",-8873.19717325595,5660119.28727526,2423,"EVENING",7
"1629","17EVENING",-9956.26289861617,5660505.28587717,305,"EVENING",7
"1630","18EVENING",-9229.37714530801,5659852.09870491,2730,"EVENING",7
"1631","19EVENING",-9095.76950910884,5660520.77211035,1463,"EVENING",7
"1632","2EVENING",-9035.67510250178,5660222.48942438,676,"EVENING",7
"1633","20EVENING",-9370.21703390013,5660490.47527487,2007,"EVENING",7
"1634","21EVENING",-9722.37067624132,5659969.74864769,1299,"EVENING",7
"1635","22EVENING",-9161.87444316534,5660058.84449374,825,"EVENING",7
"1636","23EVENING",-9278.09311002847,5660403.14024404,4582,"EVENING",7
"1637","24EVENING",-9301.46386293467,5660118.52770744,2359,"EVENING",7
"1638","25EVENING",-8950.25380617647,5660434.29032532,2366,"EVENING",7
"1639","26EVENING",-8835.07837855234,5660454.17184518,2073,"EVENING",7
"1640","27EVENING",-8926.04216776395,5660220.57315821,1196,"EVENING",7
"1641","28EVENING",-8781.46784827664,5660378.57834989,1414,"EVENING",7
"1642","29EVENING",-9111.79461464065,5660159.32973709,3821,"EVENING",7
"1643","3EVENING",-9107.28659404099,5660475.54526168,3314,"EVENING",7
"1644","30EVENING",-9036.46279400095,5660117.87735949,1190,"EVENING",7
"1645","4EVENING",-9450.12865651778,5660345.44983718,2133,"EVENING",7
"1646","5EVENING",-9276.19476355401,5660249.92512935,1313,"EVENING",7
"1647","6EVENING",-8918.37319978992,5660326.69284676,3244,"EVENING",7
"1648","7EVENING",-8990.54605060154,5659952.94189678,565,"EVENING",7
"1649","8EVENING",-9210.60018971657,5660243.15184852,2632,"EVENING",7
"1650","9EVENING",-10116.2989413654,5659556.63090015,188,"EVENING",7
"1651","1EVENING",-9453.53665591338,5660358.7998452,2228,"EVENING",8
"1652","10EVENING",-10052.7493844652,5659607.55617417,264,"EVENING",8
"1653","11EVENING",-8761.9437950667,5660114.9325905,582,"EVENING",8
"1654","12EVENING",-9039.14831173821,5660286.09950122,668,"EVENING",8
"1655","13EVENING",-8719.46871506065,5660385.32069385,522,"EVENING",8
"1656","14EVENING",-9216.25300705036,5659861.65229306,2113,"EVENING",8
"1657","15EVENING",-9953.12539316859,5660486.43004561,347,"EVENING",8
"1658","16EVENING",-9202.72353997957,5660236.17497583,2234,"EVENING",8
"1659","17EVENING",-9477.44975164156,5660127.53326221,2409,"EVENING",8
"1660","18EVENING",-9154.17211132242,5660294.35823773,979,"EVENING",8
"1661","19EVENING",-9386.1198737824,5660172.03451463,1526,"EVENING",8
"1662","2EVENING",-8983.96670238219,5660023.95690108,729,"EVENING",8
"1663","20EVENING",-8958.54214551639,5660434.45552854,2894,"EVENING",8
"1664","21EVENING",-9088.26714680529,5660137.68204425,3789,"EVENING",8
"1665","22EVENING",-9306.00939112534,5660097.9325257,1962,"EVENING",8
"1666","23EVENING",-9647.79476602029,5659943.73060117,980,"EVENING",8
"1667","24EVENING",-8833.5610355434,5660426.61815575,4042,"EVENING",8
"1668","25EVENING",-9094.52264838154,5660540.23790834,882,"EVENING",8
"1669","26EVENING",-8904.88215724354,5660200.47422224,2173,"EVENING",8
"1670","27EVENING",-8835.5778785492,5660631.66393384,200,"EVENING",8
"1671","28EVENING",-9278.79317590891,5660398.2777712,4960,"EVENING",8
"1672","29EVENING",-8923.58008328574,5660342.82394431,2261,"EVENING",8
"1673","3EVENING",-9348.07820966529,5659977.90158181,646,"EVENING",8
"1674","30EVENING",-9341.36915939663,5660216.47876282,1930,"EVENING",8
"1675","4EVENING",-9124.50783254586,5660184.21268659,1582,"EVENING",8
"1676","5EVENING",-9089.70139021436,5660471.79177528,1509,"EVENING",8
"1677","6EVENING",-9252.08415271475,5660485.4896603,438,"EVENING",8
"1678","7EVENING",-9273.51361877227,5660250.0910106,2028,"EVENING",8
"1679","8EVENING",-9380.20959861982,5660517.86092862,440,"EVENING",8
"1680","9EVENING",-9131.87237597808,5660440.77290633,3402,"EVENING",8
"1681","1EVENING",-9445.61980256507,5660133.38821836,3949,"EVENING",9
"1682","10EVENING",-9460.72847096112,5660355.17916675,5114,"EVENING",9
"1683","11EVENING",-9128.25887128733,5660298.49951806,4565,"EVENING",9
"1684","12EVENING",-8923.09517167743,5660245.95568534,4378,"EVENING",9
"1685","13EVENING",-8796.32211296525,5660450.25153281,6116,"EVENING",9
"1686","14EVENING",-9356.64643401396,5660206.21666036,8238,"EVENING",9
"1687","15EVENING",-8911.60092188506,5660357.37272463,13866,"EVENING",9
"1688","16EVENING",-9104.51391211727,5660157.13261038,15988,"EVENING",9
"1689","17EVENING",-9140.43273273767,5660241.59989383,5387,"EVENING",9
"1690","18EVENING",-9303.72907136587,5659957.54799078,8304,"EVENING",9
"1691","19EVENING",-9206.0573346787,5660215.04528571,7894,"EVENING",9
"1692","2EVENING",-9127.3621442063,5660175.91505732,8959,"EVENING",9
"1693","20EVENING",-9266.06194463283,5660242.21468316,9571,"EVENING",9
"1694","21EVENING",-9191.7336263181,5660261.66715784,11325,"EVENING",9
"1695","22EVENING",-9622.93514207494,5659918.86668604,15251,"EVENING",9
"1696","23EVENING",-9305.92854545386,5660115.96021224,4727,"EVENING",9
"1697","24EVENING",-9077.90074837485,5660533.56837148,6299,"EVENING",9
"1698","25EVENING",-9161.14600181765,5660045.08046202,2936,"EVENING",9
"1699","26EVENING",-9140.88917574139,5660453.71175705,11927,"EVENING",9
"1700","27EVENING",-8874.96925376942,5660129.28173378,9220,"EVENING",9
"1701","28EVENING",-8962.11935110391,5660437.08525894,11597,"EVENING",9
"1702","29EVENING",-9912.94125806679,5660443.98002634,2645,"EVENING",9
"1703","3EVENING",-9052.24094338035,5660214.94773105,2244,"EVENING",9
"1704","30EVENING",-9030.58037742981,5660325.47883911,7001,"EVENING",9
"1705","4EVENING",-8957.31184389398,5660010.12297065,2521,"EVENING",9
"1706","5EVENING",-9282.65492471825,5660448.9778214,9701,"EVENING",9
"1707","6EVENING",-9048.17513792544,5660429.92013233,4790,"EVENING",9
"1708","7EVENING",-8733.89935699897,5660117.4024137,3297,"EVENING",9
"1709","8EVENING",-9035.13362258657,5660120.67686311,6712,"EVENING",9
"1710","9EVENING",-9434.94212217886,5659899.84257101,8694,"EVENING",9
"1711","1EVENING",-9304.869474308,5660067.76634197,7655,"EVENING",10
"1712","10EVENING",-9279.33604811322,5659894.73873494,2333,"EVENING",10
"1713","11EVENING",-9897.15541372295,5660478.88815695,2343,"EVENING",10
"1714","12EVENING",-9137.06359354834,5660440.97984179,12335,"EVENING",10
"1715","13EVENING",-9094.45992912387,5660474.32862865,4669,"EVENING",10
"1716","14EVENING",-9647.34201476508,5659914.64680324,17326,"EVENING",10
"1717","15EVENING",-8925.95521178313,5660234.85682421,6324,"EVENING",10
"1718","16EVENING",-8971.27423745165,5660436.79723191,19631,"EVENING",10
"1719","17EVENING",-9059.17973920162,5660416.36342807,6840,"EVENING",10
"1720","18EVENING",-8821.01740402683,5660638.96994373,690,"EVENING",10
"1721","19EVENING",-8894.67268227944,5660075.52766459,6677,"EVENING",10
"1722","2EVENING",-9449.88704572069,5660352.6713535,5470,"EVENING",10
"1723","20EVENING",-8738.94059417207,5660122.71335098,4271,"EVENING",10
"1724","21EVENING",-9048.10738439041,5660530.04962801,5059,"EVENING",10
"1725","22EVENING",-9034.84696662736,5660321.43273118,9928,"EVENING",10
"1726","23EVENING",-9226.055083684,5660236.80581825,21586,"EVENING",10
"1727","24EVENING",-9117.0228145273,5660165.79400021,51885,"EVENING",10
"1728","25EVENING",-9434.63513197631,5659902.15099933,13341,"EVENING",10
"1729","26EVENING",-8898.03322047844,5660393.68270871,11325,"EVENING",10
"1730","27EVENING",-9042.06698160531,5660133.26182921,13078,"EVENING",10
"1731","28EVENING",-8928.77032718511,5660333.20680036,12329,"EVENING",10
"1732","29EVENING",-8997.83724405115,5659990.86891587,2558,"EVENING",10
"1733","3EVENING",-8776.7259960599,5660423.78411567,6495,"EVENING",10
"1734","30EVENING",-9153.73694321387,5660055.94595768,4369,"EVENING",10
"1735","4EVENING",-9373.55404176253,5660194.19794371,15873,"EVENING",10
"1736","5EVENING",-8868.5739541095,5660148.1005346,13417,"EVENING",10
"1737","6EVENING",-9278.86665161454,5660448.74686331,11750,"EVENING",10
"1738","7EVENING",-9151.50462689006,5660274.99735428,19855,"EVENING",10
"1739","8EVENING",-9204.32438086845,5660472.91753568,7644,"EVENING",10
"1740","9EVENING",-9102.94247679407,5660538.36038879,5708,"EVENING",10
"1741","1EVENING",-9607.04506634202,5659927.01128928,10256,"EVENING",11
"1742","10EVENING",-9461.71335914801,5660344.67524467,4493,"EVENING",11
"1743","11EVENING",-9227.87947080304,5660237.12445914,19087,"EVENING",11
"1744","12EVENING",-8913.6124754437,5660030.4903094,3738,"EVENING",11
"1745","13EVENING",-8866.11427144948,5660142.84859912,18967,"EVENING",11
"1746","14EVENING",-9292.79603485379,5660405.48176852,6922,"EVENING",11
"1747","15EVENING",-9052.3329484415,5660425.28652001,6595,"EVENING",11
"1748","16EVENING",-8923.47409734661,5660233.25028421,4887,"EVENING",11
"1749","17EVENING",-9137.5466311912,5660450.23551336,11450,"EVENING",11
"1750","18EVENING",-9127.92592105551,5660227.40453126,6814,"EVENING",11
"1751","19EVENING",-8909.27157990404,5660393.05716386,9779,"EVENING",11
"1752","2EVENING",-8828.8868962644,5660630.71040582,591,"EVENING",11
"1753","20EVENING",-9720.10420795011,5659893.04230101,8968,"EVENING",11
"1754","21EVENING",-8968.88676959636,5660437.61325207,20087,"EVENING",11
"1755","22EVENING",-9043.66092679343,5660321.22887206,8880,"EVENING",11
"1756","23EVENING",-9345.59361791313,5660220.65718644,10334,"EVENING",11
"1757","24EVENING",-9016.96700447206,5660087.04009539,5182,"EVENING",11
"1758","25EVENING",-9122.78831066799,5660162.17499174,35989,"EVENING",11
"1759","26EVENING",-9375.77518506292,5660137.95132041,10276,"EVENING",11
"1760","27EVENING",-8935.72080715923,5660329.65562466,11209,"EVENING",11
"1761","28EVENING",-9064.81593015651,5660148.61250337,15724,"EVENING",11
"1762","29EVENING",-9195.62988541984,5660050.92583452,7035,"EVENING",11
"1763","3EVENING",-9080.45170221163,5660527.21154194,12311,"EVENING",11
"1764","30EVENING",-8788.61399929525,5660420.78100612,7600,"EVENING",11
"1765","4EVENING",-9296.06249101095,5659933.52235251,7661,"EVENING",11
"1766","5EVENING",-8734.60557891212,5660121.508538,7044,"EVENING",11
"1767","6EVENING",-9167.19657056993,5660274.95836197,14221,"EVENING",11
"1768","7EVENING",-9437.01662238674,5659898.97273231,10464,"EVENING",11
"1769","8EVENING",-9242.64075341174,5660466.28383925,11513,"EVENING",11
"1770","9EVENING",-9891.52573819859,5660483.69527779,2367,"EVENING",11
"1771","1EVENING",-9470.09231766858,5660347.82688408,1578,"EVENING",12
"1772","10EVENING",-9251.65960010075,5660233.17245746,7636,"EVENING",12
"1773","11EVENING",-8901.42950092387,5660398.29189987,7276,"EVENING",12
"1774","12EVENING",-8936.49451766077,5660332.9452964,5942,"EVENING",12
"1775","13EVENING",-8843.33648110421,5660137.51268658,15414,"EVENING",12
"1776","14EVENING",-9432.01798906378,5659897.25948892,10836,"EVENING",12
"1777","15EVENING",-8801.53830405572,5660423.95754376,6547,"EVENING",12
"1778","16EVENING",-8969.08749367672,5660039.93662289,3434,"EVENING",12
"1779","17EVENING",-10269.026527848,5659868.66877703,354,"EVENING",12
"1780","18EVENING",-9238.91269555208,5660467.35383463,6852,"EVENING",12
"1781","19EVENING",-9105.73374650722,5660097.74189876,5162,"EVENING",12
"1782","2EVENING",-9063.25359759532,5660412.70494118,4836,"EVENING",12
"1783","20EVENING",-9654.23037439873,5659919.88414476,11991,"EVENING",12
"1784","21EVENING",-9291.75932954588,5660400.89254508,4816,"EVENING",12
"1785","22EVENING",-9117.45104425762,5660162.2413796,27130,"EVENING",12
"1786","23EVENING",-9078.05697045081,5660527.31259676,6343,"EVENING",12
"1787","24EVENING",-9293.92555106913,5659900.29680521,3439,"EVENING",12
"1788","25EVENING",-9131.59917323074,5660454.25914714,6482,"EVENING",12
"1789","26EVENING",-8912.44158953882,5660226.45334259,2418,"EVENING",12
"1790","27EVENING",-9299.8307723464,5660076.19599918,7236,"EVENING",12
"1791","28EVENING",-9146.78778907721,5660232.03682632,4494,"EVENING",12
"1792","29EVENING",-9048.24428647938,5660320.8546792,3906,"EVENING",12
"1793","3EVENING",-9148.66224760361,5660294.52865325,4961,"EVENING",12
"1794","30EVENING",-9032.28031661053,5660153.4472744,5560,"EVENING",12
"1795","4EVENING",-9346.88838291928,5660226.49730905,4483,"EVENING",12
"1796","5EVENING",-9410.77234833388,5660148.02137637,4615,"EVENING",12
"1797","6EVENING",-9925.52341008857,5660503.41624974,1485,"EVENING",12
"1798","7EVENING",-9010.84528890703,5660452.01833061,3278,"EVENING",12
"1799","8EVENING",-9199.48079473949,5660251.25860939,10933,"EVENING",12
"1800","9EVENING",-8956.83515615264,5660438.20125161,10482,"EVENING",12
"1801","1NIGHT_EVENING",-8827.59194195346,5660108.17521977,1462,"NIGHT_EVENING",1
"1802","10NIGHT_EVENING",-9547.68139171466,5660326.46537989,196,"NIGHT_EVENING",1
"1803","11NIGHT_EVENING",-9677.73778172935,5659894.14246965,2503,"NIGHT_EVENING",1
"1804","12NIGHT_EVENING",-8956.78529709011,5660419.70223013,1116,"NIGHT_EVENING",1
"1805","13NIGHT_EVENING",-9069.42121187507,5660120.1251202,677,"NIGHT_EVENING",1
"1806","14NIGHT_EVENING",-9214.22016757723,5660227.02872373,1565,"NIGHT_EVENING",1
"1807","15NIGHT_EVENING",-9004.5330480524,5659987.10592795,650,"NIGHT_EVENING",1
"1808","16NIGHT_EVENING",-9150.36922463443,5660084.93022848,579,"NIGHT_EVENING",1
"1809","17NIGHT_EVENING",-9218.55716598655,5660033.20631639,789,"NIGHT_EVENING",1
"1810","18NIGHT_EVENING",-9601.96661482325,5659890.11130909,2826,"NIGHT_EVENING",1
"1811","19NIGHT_EVENING",-9537.32318463547,5659947.95828089,881,"NIGHT_EVENING",1
